id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
3b31f423ac1946b4,whoever used  she  instead of neutral they is a little p ussy fa ggot  i m going to change it to he,0.0,1.0,0.0,1.0,0.0,1.0
90e4bec86702cd17, i have shown proof and it was deleted the real problem here is you  you are posing as several users deleting edits and proof at will please please search scholars portal  have you done this and it turns out that i am correct most likely and you still sit behind a wall saying  provide proof  stop deleting my proof and open your eyes  also you do not understand what the purpose of wikipedia was or is do you  ,0.0,0.0,0.0,0.0,0.0,0.0
a73da2d769cb2b52, rubywine you are mixing thinks up and do conclusions out of the context  you mention these things i am perturbed at the strong tendency towards territorialism over this article displayed by  and we do not want to own or be the alpha editing guys on these article  as i already wrote  a lot of people worked on the article  and it provoced me a lot that the entire work of them was replaced by a copyright template without any serious demands inside the article  i know you say there are serious demands  i oppose it and call them original research and neutral point of view  rejecting contributions from new editors patronising new editors and intense personal hostility towards new editors this is absolut out of the context  first  you made major changes without writting them down on the talk page  second  after your edits have been reverted you placed a copyright template  at last  i was not the one who started to be offensive  on the contrary  when you or henriettapussycat wanted to leave i asked to continue your work  the answer was  because i did not agree with the claim of a copyright violation  i was called stupid  and that i dont understand copyright violations  after this i got offensive  not before  italic text  in fact since starting work on this article i have engaged in far more discussion on this talk page than either of my accusers yes but you did not edit the stuff you named as copyright violation for over a week italic text  secondly  i continue to be extremely dismayed at the material which appeared under the sections for  sex  and psychological effects could this not be fixed without a copyright template  italic text  lastly  for anyone who imagines that they wp own this article  or who continues to regard it as a personal hobbyhorse  take note  after it emerges from copyvio scrutiny i will be making every effort to invite contributions from the association of african women scholars  rainbo and other women s health activists  this article is desperately in need of scholarly attention by people with relevant qualifications  knowledge and experience you blame others that this article maybe their personal hobbyhorse  with your actions you are the last one who should use such a sentence  this article is desperately in need of scholarly attention by people with relevant qualifications  knowledge and experience this article is mostly based on conclusions of official health organisations or human right groups like who  unicef and unfarp  do you really think their work is based on persons with lesser qualifications  knowledge and experience it seems to me that you and henriettapussycat project your false and unlogic conclusions on others  add some logical definitions out of the context to act a logical conclusion related to the original issue  furthermore i get more and more the feeling that you use the argumentation of a possible copyright violation to push your changes of the article  ,0.0,0.0,0.0,0.0,0.0,0.0
f0e87d72d2889b83,re  your comments i am concerned about what you said marmot appears to have created a sockpuppet  user master shredder  to vote against weyes  rfa  this sort of thing is unacceptable  please do not do anything of the sort again  out of frustration or any other reason i don t know where you got the idea from  but clearly you are mistaken there is no connection ,0.0,0.0,0.0,0.0,0.0,0.0
c9453b883da4bc76,badly written this is so badly written it were better it were deleted ,0.0,0.0,0.0,0.0,0.0,0.0
0a3a6b72244d8a0e, twf heavyweight belt  a prod template has been added to the article twf heavyweight belt  suggesting that it be deleted according to the proposed deletion process  all contributions are appreciated  but this article may not satisfy wikipedia s criteria for inclusion  and the deletion notice explains why  see also what wikipedia is not and wikipedia s deletion policy you may contest the proposed deletion by removing the dated prod notice  but please explain why you disagree with the proposed deletion in your edit summary or on its talk page  also  please consider improving the article to address the issues raised  even though removing the deletion notice will prevent deletion through the proposed deletion process  the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to articles for deletion  where it may be deleted if consensus to delete is reached  if you endorse deletion of the article  and you are the only person who has made substantial edits to the page  please tag it with ,0.0,0.0,0.0,0.0,0.0,0.0
97b3ac03b5c6d913,yup  i m persian  sure  i ll try to let it go gradually ,0.0,0.0,0.0,0.0,0.0,0.0
a5a9d1f6d37d7080, your you have been  block  template seems to be breaking talk pages  see  user talk the background seems to keep going  eating up subsequent templates  talk  ,0.0,0.0,0.0,0.0,0.0,0.0
70e625b281ca8b5f, you think just because you are an admin you can just like that block me  who you think you are  accusing me of vandalism when i m the one who made all this  accusing me of dubious unsourced content when everything has references  accusing me of unnecessary external links  is this a wikipedia or yourpedia  for removing images so people wouldn t see them  there are many other such wikipedians among the lawmakers throughout the world  that s why we live in a prison  you have the arogancy to come from nowhere and start edit something that you haven t made  you haven t checked  just because someone like you made you an admin  and than  the hero moves to another one  who the hell you think you are  little boy  editors and anti vandalism heros like you roam around only in search of the next expert tag on their page  they do not create  they play for score  in the meantime thay may do something creative  one like you apologized to me just for the same type of excellent job  i bet you live for this  isn t it  little boy  this is your food  without it you re dead  you re nobody not very useful to our readers  you  arrogant child  are useless to the wikipedia readers  you are that someone who brakes the essence of wikipedia the free enciclopedia please stop  and please stop attacking other editors or you will be  block  from editing please this  please that would not hide the abomination please stop attacking other editors  it s really interesting  this is what the guilty always say  protecting themselves from what they know would come  if they don t make the first move  attack is the best defence was that one of the credos of the pseudo intellectuals  immatures like you are so disgustingly simple  you are nobody  you can t block someone just because they gave you the keys to the house if other  uncorrupted by you  admin takes my side  you ll give a little fight and than you ll stand down like a puppy  you see now who  or should i say what you are  hero  you are nobody  you re not even a real employee of the wikipedia  you re just one of the thousands underaged  in therms of mind or even age  wannabes  you re a joke  your god jimmy wales use you as a tissue  while making his money  you re a joke even to him  if you only knew how many people like me notice this but stay quiet  just because they want to be part of the herd  how about that  it looks like you re a joke not just for people like me  a  very sad picture  a little boy trying to feel he counts for something  grab a cigar  you might just start looking like adult enjoy your power from behind the screen  and pray we never meet  ,0.0,0.0,0.0,1.0,0.0,0.0
3fb0496dd32640f5,no  your are not the idiot the citations existed on wikipedia a while ago  but somebody has removed them  i can no longer find them  i give up ,0.0,0.0,0.0,0.0,0.0,0.0
4caa018fb2b36878, it should not be added unless it is accompanied by a reliable source ,0.0,0.0,0.0,0.0,0.0,0.0
f702cb26b9a4f890,i should make a modification to my earlier edit  i really ought to have said that i meant kafirphobia required one or two sentences at most  but agree with earth and dab in that the article does not miss much without it and that its status is questionable ,0.0,0.0,0.0,0.0,0.0,0.0
449b9ea862926ecc,i know them in real life and they shouldn t be un block they should be  block they have stated an intent to disrupt wikipedia to me ,0.0,0.0,0.0,0.0,0.0,0.0
e4d277d884ea6d65,  fuck them all  the spas  corrupt administrators and pov pushers win  i m out of here fuck them all ,0.0,1.0,0.0,1.0,0.0,1.0
d70fa1ca3020f49e,oh boy edits that people don t like  are called vandelism valid source are not  decent  sources bs sources are valid sources because they were provided by an editor  even if they proved nothing telling the truth is telling a lie calling someone what they have been proven to be is name calling and not the truth i think i am starting to get how things really work around here ,0.0,0.0,0.0,0.0,0.0,0.0
83df78ffd8147088,your unsolicited and unwanted comments on my discussion page  hey mr i do not take kindly to being scolded about my wikipedia edits by the likes of you  and you would be best advised not to foul my discussion page again in the future with your unsolicited and unwanted comments  am i making myself perfectly clear ,0.0,0.0,0.0,0.0,0.0,0.0
332d75516174c0d1,leave our country  we don t want you arabs here ,0.0,0.0,0.0,0.0,1.0,1.0
f82455edae872231, h h  pope michael was ordained and consecrated by a bishop with valid orders from the duarte costa lineage  and so the quote attributed by john l  allen jr  is fatheaded and nonsensical  besides being incompetent as allen is no authority at all  ,0.0,0.0,0.0,0.0,0.0,0.0
f2994e8724468264,infobox the template must be changed to template song infobox  talk ev,0.0,0.0,0.0,0.0,0.0,0.0
6d77cb1fb8c354e2,your creation of jabari please stop adding unreferenced controversial biographical content to  articles  content of this nature could be regarded as defamatory and is in violation of wikipedia policy  if you continue  you will be  block  from editing wikipedia ,0.0,0.0,0.0,0.0,0.0,0.0
5b4b6e7e0840f6b5,why do not the two of you  the mentally  retard ed jennygirl and the omnipotent richie rich  go together to harrods and dont forget to choose together  being an authentically healthy and sociable couple time and location  maybe a restaurant and then enjoy very evidentliy your meal and in case you should discover that you cant pay anymore  then do not expect them to let one of you peel the potatoes in return  maybe they wont even say hello when you come back after they would be kicking off your dip shit  spinning incapable ass from the central perk  what a pitty  you have all of my sympathy on your side  enjoy yourselves and your longest sentence johnny come lately programme director ,0.0,0.0,0.0,0.0,0.0,0.0
714ed659cdbb2d01,map  no doubt footnote no correctly ascribes the information on the map to the who but clearly the who is not the appropriate authority given that the un as we all know deals with countries  self reporting  may i point out that malaysia and indonesia  which are described as muslim countries  as they officially indeed are contain very substantial christian  buddhist and hindu minorities see the cia world fact book moreover  many such minorities are considerably to be identified by region  north borneo and new guinea  for example  are very large geographical areas in malaysia and indonesia which only have a marginal muslim presence  the moluccas in indonesia are at least christian  bali is famously hindu  overall  malaysia is some muslim and clearly does not belong in the plus circumcised category as it appears on the map  but given the geographical spread of these countries and vast disparity of cultures and religions across the indonesian archipelago  it is surely meaningless to describe these countries in such a way  one is reminded of the generalisation in a former version of this article as to aboriginal australians based  it seems  on certain academic studies of remote communities which did not at all constitute a valid observation as to aboriginal australians as a whole ,0.0,0.0,0.0,0.0,0.0,0.0
87f59a59bb91e5c0,user talk giano ii archive ,0.0,0.0,0.0,0.0,0.0,0.0
cb4a32c4bf5159c8,i agree completely unfortunately this is quickly becoming the norm  ban longtime editors in good standing over minor infractions based in large part on comments by involved admins who are above and beyond policy  i grow more contemptuous of the admin cabal as the days go by  i have seen more longterm active contributors run off the site in the last year than in the previous ,0.0,0.0,0.0,0.0,0.0,0.0
d71fa0b9772ce45e, i m deleting the link from the reference table then since it has died rip waytocare  no offense is meant ,0.0,0.0,0.0,0.0,0.0,0.0
2ff05c3673b45542,tl  n  uqbar  orbis tertius at far  i see that you re now quite a bit inactive  but if you happen to drop in  i had to put tl  n  uqbar  orbis tertius up at far  i see that you brought this to featured quality years ago  so i thought you might like to participate if you aren t too busy ,0.0,0.0,0.0,0.0,0.0,0.0
da747ca7652837f3, and who has determined that he is a victim you used the term victim above  and it is in the box also  for all we know zimmerman may be the victim the facts have not come out yet  again  the article needs to be factual ,0.0,0.0,0.0,0.0,0.0,0.0
ac779a4c5192dc34,  okay  i understand your point now  but i m going to say it again  bloods crips as a single group  does not exists  thus it shouldn t have an article it s a zero ,0.0,0.0,0.0,0.0,0.0,0.0
ea4e9b4e4b001a79, your request to be un block  has been granted for the following reason s okay our mistake  we are very sorry for this error  thank you for pointing it out to us  request handled by ,0.0,0.0,0.0,0.0,0.0,0.0
f50c4eb2e15bfc84,anybody have a picture of her topless scene in slow burn  or w hate ver movie it was that she showed off the goods ,0.0,0.0,0.0,0.0,0.0,0.0
3bb6c13d0db14912,message for an old  white  asian rooter  will you stop sending death threats to me please  if these persist i will notify the authorities on you and they will lock you up for a long time  i am also sending a message to an admin  to get you  block cheers ,0.0,0.0,0.0,0.0,0.0,0.0
