id,comment_text,severe_toxic,obscene,threat,insult,identity_hate,toxic
8d7650fb4694034d, acid punk a proposed deletion template has been added to the article acid punk  suggesting that it be deleted according to the proposed deletion process  all contributions are appreciated  but this article may not satisfy wikipedia s criteria for inclusion  and the deletion notice explains why  see also what wikipedia is not and wikipedia s deletion policy you may contest the proposed deletion by removing the dated prod notice  but please explain why you disagree with the proposed deletion in your edit summary or on its talk page  also  please consider improving the article to address the issues raised  even though removing the deletion notice will prevent deletion through the proposed deletion process  the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to articles for deletion  where it may be deleted if consensus to delete is reached  if you endorse deletion of the article  and you are the only person who has made substantial edits to the page  please add  to the top of the page  ,0.0,0.0,0.0,0.0,0.0,0.0
095339777e77abd8,no need to grovel  it s all part of the service ,0.0,0.0,0.0,0.0,0.0,0.0
dd8a5db49f32452e,dear greenman as usual you have proven to be an ass hole,0.0,0.0,0.0,0.0,0.0,1.0
cdaf139424f46e97,redirect talk list of knight s cross of the iron cross with oak leaves recipients ,0.0,0.0,0.0,0.0,0.0,0.0
4c25031a31c8ddf5, many hardly you seem to believe that if you believe your edits improve the article  then ipso facto the article is improved however  your edits clearly have not improved the article and in fact have resulted in the article being downgraded from b to start class  so far  there are two editors besides myself who have reverted your edits and again  as for causing trouble  see wp agf  ,0.0,0.0,0.0,0.0,0.0,0.0
0c0b00663c9c3a7f, decline you must request unblocking using your account  you have a request open there  so this request is declined  please note that you are not allowed to create another account to evade the block of your first one  xman  ,0.0,0.0,0.0,0.0,0.0,0.0
5d58f4ded4cdc657,  i have reviewed the article here and placed it on hold there is just one reference left to be fixed and the whole thing passes it s just a reference that  according to checklinks  is about to expire once that is fixed  i will pass the article talk ,0.0,0.0,0.0,0.0,0.0,0.0
6e7ad4eb899b158e,yes  sorry  as fas as i can see you never made any contributions to wikiquote  see here  and you username is not  block it could be that your ip address  but since there are no checkusers at wikiquote who can confirm this  you might want to ask a steward at meta here ,0.0,0.0,0.0,0.0,0.0,0.0
d58441b2b57c6324, just for reference  i don t like the available info is not the same as this info is unverified don t be obnoxious about adding cite tags when the information is readily available and already verified  for example  the sources linked to from the page itself just because you think it should have been done differently  koromon survived intact ,0.0,0.0,0.0,0.0,0.0,0.0
b941d669b69994f5, wp pui nominations just dropping you a note about having listed some images you have uploaded at wikipedia possibly unfree images december more sxc images  seeing as they appear to be sourced from http w sxc hu and tagged as free licensed without a confirmation that the photographer who uploaded it to sxc hu has granted permission to use this license  the images are file swiss army knife jpg  file motorcycle helmet three quarter jpg  file neon signage club jpg  file shock sign jpg and file straw hat american jpg  talk ,0.0,0.0,0.0,0.0,0.0,0.0
c11f05651c38a119,  i saw that too  congratulations  matthew ,0.0,0.0,0.0,0.0,0.0,0.0
e268738ef6264b5b,if the truth is negative and bias  so be it  what has any of mccoy s post issues  good or bad have to do with whitman  that is point to all of this ,0.0,0.0,0.0,0.0,0.0,0.0
c8a840869a8e2992, it is a thrilling tale of liam neeson using a computer  i was amused by this line and would expect to read it on tv tropes  but not here on wikipedia  perhaps the original author was making a joke  or did not finish the sentence ,0.0,0.0,0.0,0.0,0.0,0.0
9b3d3e71d6fe0eaf,sorry i was not known that removing speedy voilates wikipedia s policy sorry ,0.0,0.0,0.0,0.0,0.0,0.0
0b23e63eaf98d811,american championship car racing hi  i noticed your effort to delete american championship car racing it looks like a bad article and i was wondering if you d be interested in trying again p s  you have the most unique user page i ve seen on wp,0.0,0.0,0.0,0.0,0.0,0.0
eb17167e625008a5,mate  you need to behave and stop being a tosser,0.0,0.0,0.0,1.0,0.0,0.0
8393634d038c98cd,mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch mattythewhite is a bitch ,1.0,1.0,0.0,1.0,0.0,1.0
e9565ef1314a699c,attention jd wolf  too much fanfare  bull sh  http brainimmune com andor szentivanyi and the beta adrenergic theory of allergy and asthma ,0.0,0.0,0.0,0.0,0.0,1.0
4ab7b8e1a1a90e20, i don t recall where i gave my opinions in the last post  didn t i just ask you for yours i also clearly stated i was not interested in getting into a discussion on ancient macedon history  so i m not sure why you make this point  if you carefully reread the macedonian naming dispute article you ll see that a huge section of it deals with concerns over historical patrimony so it s clearly not completely irrelevant as you suggest which is also part of why the us condemned fyrom for anti greek propaganda  the essence of the greek complaint is fyrom propagandists deny macedonian  greek  heritage in order to later claim it as their own history  i fail to see why on a talk page questions are being removed especially considering you were free to answer as you wished however  since you object i will happily ask these questions where ever you like  would you prefer i asked on your talk page  ,0.0,0.0,0.0,0.0,0.0,0.0
9f6cb3325f77224f,on that page i was protesting against exactly this kind of preachy  self righteous rubbish  now go away and have a break or something because i am not trying to insult you  i have not threatened to kill  sue  maim or denigrate anyone  that was not the grounds for placing a warning template on my userpage  it is blank now so go and hassle someone else for a change  ,0.0,0.0,0.0,0.0,0.0,0.0
e3e781b553958b5b,menudo is  gay amadeus  sings that amadeus song  i m a jackass  i m a jackass  i m a jackass  i m a jackass  i m a jackass  i m a jackass  i m a jackass  i m a jackass  i m a jackass  oh oh oh oh  i m a jackass  d ,0.0,1.0,0.0,1.0,1.0,1.0
6bc297bad04e77d3,  i looked at what you did there  and unsuprisingly i saw this edit of yours according to orthodox jew ish and christian eschatological beliefs  and secular historians and scholars  the concept of the son of perdition  also called the beast that goes into perdition in revelation  and is used in the bible in one or more of three contexts  forming a triunism  or trinity http w nathan co za message asp sermonum see paragraph or typology kinship of god and man  an attempt to formulate a thorough going trinitarian theology  by j j  lanier  see trinitarian idealism  pp esp  syllabus ii  p of three potential interpretive references kinship of god and man  an attempt to formulate a thorough going trinitarian theology  by j j  lanier see trinitarian idealism  pp esp  syllabus ii  p first of all  none of the sources cited say anything about the three context forming a triunism or trinity none of them  your claim that this is according to orthodox jew ish eschatology and christian eschatology  and secular historians and scholars is completely unsubstantiated by the citations given secondly  all three of the sources you cite are sources which you have been told repeatedly not to use because they are not wp rs  one of them is predictably yet another link to the website on which your own work is advertised  with your idiosyncratic view  so you re not adhering to wiki policy  and you re deliberately disobeying what you ve been asked to do on many previous occasions  your edit here is a typical example of your wp synth and wp or thirdly  you haven t ever provided a single quotation from bruce or reed which shows they support your idiosyncratic triunisms idea  your claim that they do is completely unsupported by the works of theirs which you cite  and is another example of your wp synth and wp or  you can t point to something they ve written and claim that because you interpret it as supporting your view  that it supports your view  that s not how wikipedia works  you need a third party citation from a wp rs which interprets them as supporting your view you have been told this repeatedly  ,0.0,0.0,0.0,0.0,0.0,0.0
fa6fb69f4de2c489,thank you for experimenting with the page december on wikipedia  your test worked  and has been reverted or removed  please use the sandbox for any other tests you want to do  take a look at the welcome page if you would like to learn more about contributing to our encyclopedia a link to the edit i have reverted can be found here  link  if you believe this edit should not have been reverted  please contact me ,0.0,0.0,0.0,0.0,0.0,0.0
f1aea25f6f1097c9, deary me  are we still going on about this dr  blofeld  ,0.0,0.0,0.0,0.0,0.0,0.0
dc1a942e6aad5713,yes  and there is an article on the political aspect here  cyprus dispute written much better than this one i might add ,0.0,0.0,0.0,0.0,0.0,0.0
bf246a97eb6a5cb2,redirect talk henry burrell  admiral ,0.0,0.0,0.0,0.0,0.0,0.0
115f65b690bc5b54,i think the gt r r has no relations  almost zero  with the skyline  and the platforms are totally different  although they are built in the same factory  talk here this is not facebook nor malaysia ,0.0,0.0,0.0,0.0,0.0,0.0
d1bb1a69724d6310,go to hell as i said my school has well over pc s so you can block it you  muther fuck  ing  gay  wankers who s moms lick nuts ,1.0,1.0,0.0,1.0,1.0,1.0
377dd64b1a8bb476,that s cool  the german pronounciation of ioke is pretty much the same than the hawaiian one  so i pronounce it right  i think ,0.0,0.0,0.0,0.0,0.0,0.0
363fb457c2d2cda2, file chacao in miranda jpg listed for deletion  a file that you uploaded or altered  file chacao in miranda jpg  has been listed at wikipedia files for deletion  please see the discussion to see why this is  you may have to search for the title of the image to find its entry if you are interested in it not being deleted  thank you  hi ,0.0,0.0,0.0,0.0,0.0,0.0
afa74cda62b22540,yes  i m aware of this  i told amib on jtrainor s talk page since i m certain that the harassing admin is watching that page ,0.0,0.0,0.0,0.0,0.0,0.0
5ab4d9dd112bcf08,this is not an article about scholarship on the cold war  but an article about the cold war itself  scholarship of all sorts  traditional or not  should be allowed if reliable and germain ,0.0,0.0,0.0,0.0,0.0,0.0
cc5196f48fef081b,no it s or shells as  differ a bit on how many were carried ,0.0,0.0,0.0,0.0,0.0,0.0
696bf02dde436823,linux article linux and bsd are the same thing  two names for the same exact thing and by the way  its nto original resertch if i got the idea from a nother website ,0.0,0.0,0.0,0.0,0.0,0.0
a0763c2c49d64521, the s and gangsters for your information  the gangster story about the  s second is true and has been reported in many newspapers like hour and mirror and the gazette ,0.0,0.0,0.0,0.0,0.0,0.0
e7603f6980366359,ok seriously what the hell did i do now ,0.0,0.0,0.0,0.0,0.0,1.0
0058de4cf68004fe,redirect talk doctor who  destiny of the doctors,0.0,0.0,0.0,0.0,0.0,0.0
e0e133727e5b5a35, hoary that sounds fine but i have a rogue admin and a user with sock puppets flooding me with warnings that are pure meaningless  they follow me from article to article reverting anything i write  jimbo has been made aware and a wiki admin has already been de admined because of it try to buy any of her books from amazon  they will redirect you to her website  of course it s in stock  its a download only any creative written work can get a library of congress tag if you apply for govermental copyright status  which costs a whopping that s not a joke her books on this wiki server no other purpose then to try and get people to buy them  that is why she created this article  that is why she spent so much time arguing with everyone about what should be on it  she is very good at using certain phrases for search engines as the wiki is now  it is only a bulletin board for advertising her books saying she is an author is acceptable enough  she is not notable like stephen king  heck  my year old daughter wrote an ebook  should i start a wiki about her now too  ,0.0,0.0,0.0,0.0,0.0,0.0
36f254fe51c696b6,an actor and tv writer he s years old,0.0,0.0,0.0,0.0,0.0,0.0
7473258e8e89f754, if you want isbn s  page numbers in magazines  etc i can give that too as to the statement on my user page  have a sense of humour for crying out loud i know what wikipedia policies are your definition of rigorous might not be an objective one  ,0.0,0.0,0.0,0.0,0.0,0.0
d62826f7427560cb, trumpet  i certainly will let someone whose posts mainly consist of inaccuracies  insults  ignoring misrepresenting others views and zombies tell me how i should refert to this fringe group  i don t care whether you are a jmer  but the rest of your comment reveals that you have no idea about the historical craft since you have been explained about docetism  there s no use in repeating why it and the jesusmyth claim are different  you will not listen  smile back march utc ,0.0,0.0,0.0,0.0,0.0,1.0
c0e50f9f6b73d939,home hey doc  i know where you live  i will come by and bring some friends to fix you something  let s barbeque and relax  ,0.0,0.0,0.0,0.0,0.0,0.0
16ff155b70d3d2f5, hey i posted my fave b b  characters on mf s talk page  sorry just don t feel like copying them down again lol  thank you mf my god i always  hate d bill and katie together  i m starting to  hate  heather tom but i still love katie p i love don diamont too just  hate d him on y r highly doubt he got better from when i watched in the s  maura was diane jenkins  really  i remember her from y r  back in the early s  she was some slut who was portrayed by some donnelley girl  i totally can t picture maura as diane  ew  anyway if you re fearing the future for gh then i won t start watching again  i wanted to get back into it this year but if it s still crummy storylines then screw it lol  btw is leslie charleston still on gh didn t she portray like someone named monica or something yeah i  hate  the talk  it was such a poor replacement for atwt  if they wanted to cancel it then the actors can just come to my house and perform the soap for me on the spot  lol  i  hate  sharon osbourne and that random girl from roseanne  anyway  get back to me i love chatting with you it brightens up my day talk ,0.0,0.0,0.0,0.0,0.0,0.0
497a290a54086fe6, some white people considered black people to be intellectually and socially inferior only white people thought that  let s forget about jew s arabs and asian peoples views a whole race of people that never invented a written language in years how could anyone think they are intellectually and socially inferior is crazy must be evil white man again  now i m off to listen to black mozart  oh wait  ,0.0,0.0,0.0,0.0,0.0,0.0
1376dc6b9e5d1654,then it must have been a mistake temihill april utc ,0.0,0.0,0.0,0.0,0.0,0.0
51e1a19ccac72419,needed images images of charaka  sushruta or vagbhata would be highly appreciated for this article  also images of some of the ayurvedic drugs preparation process photos would also be suitable for this article  please add these if someone has these photos  thanks ,0.0,0.0,0.0,0.0,0.0,0.0
867fe7bbc051c4ab,  is there an error in  decomposition into direct sums is not unique in general  therefore  given a subspace v  in general there are many projections whose range  or kernel  is v  yet earlier  it says the subspace u and its complement v determines the projection p uniquely which i think is correct rasjid ,0.0,0.0,0.0,0.0,0.0,0.0
15ecf13f7aaa1a9b, i looked up the definition of acting in the legal tense and put in simple terms  if you perform the powers and duties of an office  you are acting in the capacity stated  if senator bruno is performing the powers and duties of lieutenant governor without holding the actual office of lieutenant governor makes him even without the formal reference the de facto acting lieutenant governor  it d make sense that an acting lieutenant governor would only become acting governor if need be  for your reference here is the wikipedia article on the legal use of the term acting http en wikipedia org wiki acting  law  ,0.0,0.0,0.0,0.0,0.0,0.0
6835c303a1de7248,  hope that explains things o,0.0,0.0,0.0,0.0,0.0,0.0
410a73a9427617be,can you clarify nobody above is straightforwardly opposing  so it s not clear what your reasoning is are you opposing only the part that egsan bacon is opposing talk contribs ,0.0,0.0,0.0,0.0,0.0,0.0
8ef9838450acb876,i also find your admittance that you don t know how god could have made us admirable  since you don t understand creationism  you should stop arguing until you understand more ,0.0,0.0,0.0,0.0,0.0,0.0
5656c23991cbffa7,oh looks like i was wrong  http w animenewsnetwork com encyclopedia anime php id page anime news network list confirms vaid stuff silly ,0.0,0.0,0.0,0.0,0.0,0.0
bcfdfddce1fe4403,march utc  an event horizon is any surface from beyond which no information can ever reach the observer of course  that includes objects of all kinds in fact  anything moving at or below the speed of light so in a sense you re right an important thing to note though is that the event horizon in the strictest sense belongs to the observer  rather than the thing  not  being observed in the case of a black hole  the event horizon is the same for all outside observers  which i guess is what you mean by a  physical boundary the event horizon article is biased towards this  the most commonly encountered form of event horizon the cosmological event horizon is different  since every point in the universe is receding from every other point with a speed proportional to distance  the event horizon is always a sphere centred on a particular observer  so there is no single  event horizon of the universe although of course we tend to give a special place to our own event horizon so neither article is wrong  although the introduction to event horizon gives a misleadingly narrow interpretation of the term  which i ll try to fix the cosmological use is however mentioned in event horizon event horizon of the observable universe there are more details in cosmological horizon and particle horizon ,0.0,0.0,0.0,0.0,0.0,0.0
b1bb7814af2349d7,wikipedia meetup tampa i m writing to let you know that the tampa meetup has officially been announced  wikipedia meetup tampa ,0.0,0.0,0.0,0.0,0.0,0.0
baffe9bc870512b6,tvoz a magistrate is not judge  if you look at the organizational chart for virginia courts  on page of http w courts state va us courts gd gdinfo pdf you will see that the magistrate system is separate and unique from all other virginia court systems  http w courts state va us courts gd gdinfo pdf andyb,0.0,0.0,0.0,0.0,0.0,0.0
ebc6b4f2832f0a39,i find this very disrespectful to the gaming community  as it is a community where people are payed thousands ,0.0,0.0,0.0,0.0,0.0,0.0
b14cdb4241011dd8,really  i rejoice amused and amazed  what are those acts in the context of i a conflict  i have zero business in that area  i my world there are no israelis or arabs  in it everyone is just people  the only asymmetry is that some people  sometimes do the wrong choices  but they can do the right ones other times at the end what everyone want is to eat and have fun  and so do i  anyways  don t worry too much  in the end i only listen to myself and only to myself i obey ,0.0,0.0,0.0,0.0,0.0,0.0
63d992a6df8527e7, about asala armenian link i just read a book of erhan ba  yurt  which can be  trans lated as adopted armenian orphins secret lives isbn in that book there s a section on relations between these secret armenians living in turkey and pkk abdullah calan names of some active pkk terrorists of armenian decent listed as well  some points in that book are interesting  like joint plans of carving armenia and kurdistan out of turkey  pkk s increasing terrorist activities in northern east anatolia towards old armenian territories  cooperation for a  r and dersim revolts during s and s  support of lebanese and syrian armenians i think this aspect of pkk should be added to the article does anybody else has sources on this relationship it should be spelt orphans not orphins  i wouldn t object to having such a section in this article  if the source it comes from is valid  of course  armenian  pkk connection is partly a lie  of course armenia gives support to pkk but it can only be by funding pkk or by giving them political support in the world arena  nothing more  aremian pkk theory was created by people that want to show kurdish minority innocent  they wanted to say look  kurdish friends don t want to kill us  armenians want to sadly  some turkish citizens believed in such lies  nationalist mhp party used this propaganda to gain votes of kurds too  ,0.0,0.0,0.0,0.0,0.0,0.0
d89b0040979ab059, sure no problem  piano  ,0.0,0.0,0.0,0.0,0.0,0.0
a97ade1cda7f4272,  i m a vikes fan at heart but i give credit when credit is due  and the dirty birds have given me millions of what if thoughts over the game  ,0.0,0.0,0.0,0.0,0.0,0.0
ec108640d48083de,administrators  this is a proxy server used by many aol users  block with caution and for short periods only  the domain name is  cache rtc ac proxy aol com apr utc ,0.0,0.0,0.0,0.0,0.0,0.0
e63073f62d76ba9a,you are most welcome and if it is ok  i d like the replies under your talk page  i love that photo but don t remember the date i enjoyed reading the gd article as well  a heck of a lot of information spanning years ,0.0,0.0,0.0,0.0,0.0,0.0
c414e84f1339903d,what to do think about you re pet stoolie drmies  they re pining without you baiting honest open minded and good faith editors they can no longer arbitrarily ban people  with out you antagonising people what are they to do ,0.0,0.0,0.0,0.0,0.0,0.0
c678ea62ad705103,he should start with the peters ahmed figures question ,0.0,0.0,0.0,0.0,0.0,0.0
97874314c3c22cee, the individual ethnic identity of bolsheviks matters little if they identified with imperial russian culture  and spoke and thought in russian  and were advocates of political economic and adminstrative centralization within the imperial russian space centered on the old imperial capital  stalin was born georgian  hitler  was born austrian but they chose to identify and work within the russian and german political sphere  also note that empires do not have ethnic minorities  indians or africans are not called ethnic minorities in the british or any other empire ethnic minorities in the russian empire were russians in the non russian territories  muslims in russian territories  and jew s scattered in all territoies  ,0.0,0.0,0.0,0.0,0.0,0.0
76f3d421e09f6625, hello islandbaygardener  in case you haven t seen it  i had set up the above on your  for you ,0.0,0.0,0.0,0.0,0.0,0.0
935c8baf5bba1b08, what makes you think i give a fuck about your political leanings er  you questioned them by saying  this user seems to be on a campaign trial on behalf of ukip  why is it non notable trivia  why did the media cover it then why is it a  drive by  to add sourced material to the article  is this article yours how does it having nothing to do with brady when he himself made the comments  why couldn t you just be decent about it  why all the swearing and accusations ,0.0,1.0,0.0,0.0,0.0,0.0
a40c6b5f47c28a2e,the infobox template doesn t actually get it s host city information from this article  i ve removed the parameter  to edit the host city line  you ll want to go to template olympics infobox host city and edit that  speak to me ,0.0,0.0,0.0,0.0,0.0,0.0
a39a79981ce0535a, most tours will include in the price the use of avalanche  trans ceivers  shovels and probes and will provide training on the use of them and other avalanche rescue equipment  some operators are beginning to offer additional avalanche protection that reduces avalanche burial potential or increases burial survival time  i e  avalanche air bags or avalungsthe avalung other hazards of heliskiing include falling into very deep tree wells  snow mushrooms dropping from trees  suffocation after falls in very deep powder  rare crevasses on glaciers  common mountain terrain features such as cliffs and creek beds  and  obviously  typical ski related injuries  helicopter crashes are also far from unheard of financial hazards include pre paid ski days lost to un flyable weather references ,0.0,0.0,0.0,0.0,0.0,0.0
f37c2d6d532d2aa1,halcy seems like you get mad alot  want me to call the wambulance for you  want some dick  extra small  with that too bitch u mad  butthurt  i bet you re having an orgy with meetthemedic and meepthesheep  aren t you  you three would make a good threesome  you re all reject chan trolls that became admins on another website to have unwarranted self importance while you spam faggot and dick all day  seems like you enjoy that kind of stuff  i had no idea  really  tl dr  u mad ,1.0,1.0,0.0,1.0,0.0,1.0
22b174b5bc57105d,south america the article says that combat arms can be played in south america  but to my understanding  nexon specifically stated quite some time ago that they cut service to south america  should this be edited ,0.0,0.0,0.0,0.0,0.0,0.0
1f2fb372744e39cc, it does not matter if they disclaim it s truthfulness  what matters is if they adhere to its teachings  there are some within the church  sadly  who do not believe the book of mormon to be true rather they believe it is inspired  non historical scripture  or that it contains good teachings  some of these would say the book of mormon is the word of god  others may not  however  they adhere to its teachings and would thus be classified as adherents to mormonism  i agree that coc are moving farther and farther away from mormonism  but until they completely turn away from the history  culture and teachings they are still a part of mormonism  please note i didn t say they were mormons  but rather adherents to mormonism  the term mormon in its connotation is narrow enough now to refer to members of the lds church and its th century offshoots  not most of the pre offshoots  it is npov to say they adhere to mormonism  but not to say they are mormons  i am willing to stand by that unless convinced otherwise feel free to ask your friend nov utc ,0.0,0.0,0.0,0.0,0.0,0.0
a70aed802df9386a,my assumption was that the probation was placed to curb editors on both ssides of the discussion  am i mistaken  are anti homeopathy editors favored over pro homeopathy editors ,0.0,0.0,0.0,0.0,0.0,0.0
f913195687283bae,i have already traced an ip address that put in a bunch of hogwash here and removed the section on sutton s complicity in the house of death case  though the case is still linked on the bottom that is proof enough for me that he has workers from his staff trying to sabotage this page just as he deliberately puts out falsehoods to the media ,0.0,0.0,0.0,0.0,0.0,0.0
615cd1aa9908c9b4,well then  the only thing left me to do is wait for you to get bored with wikipedia  i ll be around for a while  you  i m not so sure  i am a force for good  you  less so  and so i reckon it is only a matter of time before you get bored with your own  highly questionable conduct and find something else to occupy your time  god willing  anyway  i ve already seen countless people like you come and go  primary example  essjay  you re not as bad as him mind you ,0.0,0.0,0.0,0.0,0.0,0.0
fccf9df95038b86e,books hey thanks for helping out with the list of new york books  i m trying to make it exhaustive ,0.0,0.0,0.0,0.0,0.0,0.0
90be02d25943c5fd, fuck you  you can t block  shit  don quixote how did i post this after being  block  and why are letting people delete user pages ,0.0,1.0,0.0,0.0,0.0,1.0
2a72f1dd60daef98,it turns out it was the folkestone white horse  so i created an article for it  i couldn t find any sources specificially refuting that it is not invicta  the white horse of kent  but i didn t find any saying it is either ,0.0,0.0,0.0,0.0,0.0,0.0
